,Sentence,Intent
30166,Ищу где поесть закуска,order_food
30167,Ищу где поесть салат,order_food
30168,Ищу где поесть севич,order_food
30169,Ищу где поесть устрица,order_food
30170,Ищу где поесть стейк,order_food
30171,Ищу где поесть боул,order_food
30172,Ищу где поесть столовая,order_food
30173,Ищу где поесть адрес,order_food
30174,Ищу где поесть рестомаркет,order_food
30175,Ищу где поесть обедбуфет,order_food
30176,Ищу где поесть шефмаркет,order_food
30177,Ищу где поесть рецепт,order_food
30178,Ищу где поесть суперфуд,order_food
30179,Ищу где поесть питомец,order_food
30180,Ищу где поесть нехимия,order_food
